aba aba
abacı  aba-'dZ@
unutturmamız  u-nut-tur-ma-'m@z
unutturmuştu  u-nut-tur-muS-'tu
unutulmayanlar  unu-tul-ma-Zan-'lar
unutulmazlaşmıştır  unu-tul-maz-laS-m@S-'t@r
unutulmuşluklarıyla  unu-tul-muS-luk-la-r@Z-'la
unutuyorsa  unu-tu-Zor-'sa
unvanımın  un-va-n@-'m@n
ustalarınca  us-ta-la-r@n-'dZa
ustalığımı  us-ta-l@-G@-'m@
ustasıdırlar  us-ta-s@-d@r-'lar
uşaktı  u-Sak-'t@
utancımız  u-tan-dZ@-'m@z
utandığımı  u-tan-d@-G@-'m@
utandırmaktan  u-tan-d@r-mak-'tan
utandırtacak  u-tan-d@r-ta-'dZak
utanırdı  uta-n@r-'d@
utanmazını  u-tan-ma-z@-'n@
utanmazların  u-tan-maz-la-'r@n
utanmışım  u-tan-m@-'S@m
utkum  ut-'kum
uyabiliyorlar  uZa-bI-lI-Zor-'lar
uyacaksa  uZa-dZak-'sa
uyamayacağının  uZa-ma-Za-dZa-G@-'n@n
uyanabildiği  uZa-na-bIl-dI-'GI
uyanamayınca  uZa-na-ma-Z@n-'dZa
uyandırabilirler  u-Zan-d@-ra-bI-lIr-'ler
uyandırdığındandır  u-Zan-d@r-d@-G@n-dan-'d@r
uyandırmalarıyla  u-Zan-d@r-ma-la-r@Z-'la
uyanıklıktır  uZa-n@k-l@k-'t@r
uyanırdım  uZa-n@r-'d@m
uyanıyorsa  uZa-n@-Zor-'sa
uyanmasıyla  u-Zan-ma-s@Z-'la
uyarasından  uZa-ra-s@n-'dan
uyarılacak  uZa-r@-la-'dZak
uyarladı  u-Zar-la-'d@
uyarlanabilmesini  u-Zar-la-na-bIl-me-sI-'nI
uyarlayabilen  u-Zar-la-Za-bI-'len
uydularının  uZ-du-la-r@-'n@n
uydurabiliyorsunuz  uZ-du-ra-bI-lI-Zor-su-'nuz
uyduracağımıza  uZ-du-ra-dZa-G@-m@-'za
uydurdum  uZ-dur-'dum
uydurdun  uZ-dur-'dun
uydurulmasında  uZ-du-rul-ma-s@n-'da
uygarlı  uZ-gar-'l@
uygulamalarımla  uZ-gu-la-ma-la-r@m-'la
uygulamanıza  uZ-gu-la-ma-n@-'za
uygulanabilirse  uZ-gu-la-na-bI-lIr-'se
uygulanışa  uZ-gu-la-n@-'Sa
uygulanışının  uZ-gu-la-n@-S@-'n@n
uygularsa  uZ-gu-lar-'sa
uygulatılacaktır  uZ-gu-la-t@-la-dZak-'t@r
uygulattırmasının  uZ-gu-lat-t@r-ma-s@-'n@n
uygulayabiliyordu  uZ-gu-la-Za-bI-lI-Zor-'du
uygulayıcısıyken  uZ-gu-la-Z@-dZ@-s@Z-'ken
uygunsuzluklarla  uZ-gun-suz-luk-lar-'la
uykudasınız  uZ-ku-da-s@-'n@z
uykusuzluğunda  uZ-ku-suz-lu-Gun-'da
uymamasıydı  uZ-ma-ma-s@Z-'d@
uymamışsanız  uZ-ma-m@S-sa-'n@z
uymuşlardır  uZ-muS-lar-'d@r
uymuşuzdur  uZ-mu-Suz-'dur
uyruklarıdır  uZ-ruk-la-r@-'d@r
uysallığı  uZ-sal-l@-'G@
uysun  uZ-'sun
uyuduğunda  uZu-du-Gun-'da
uyudukları  uZu-duk-la-'r@
uyuklayışını  u-Zuk-la-Z@-S@-'n@
uyulabiliyorsa  uZu-la-bI-lI-Zor-'sa
uyulmayan  u-Zul-ma-'Zan
uyumculuktan  u-Zum-dZu-luk-'tan
uyumsuzları  u-Zum-suz-la-'r@
uyumsuzluğu  u-Zum-suz-lu-'Gu
uyumsuzluktur  u-Zum-suz-luk-'tur
uyurgezersiniz  u-Zur-ge-zer-sI-'nIz
uyuşmayacağını  u-ZuS-ma-Za-dZa-G@-'n@
uyuşmayacağıydı  u-ZuS-ma-Za-dZa-G@Z-'d@
uyuştu  u-ZuS-'tu
uyuşturuldu  u-ZuS-tu-rul-'du
uyuşuruz  uZu-Su-'ruz
uyutmadığımı  u-Zut-ma-d@-G@-'m@
uyutmuştur  u-Zut-muS-'tur
uyutmuyorsun  u-Zut-mu-Zor-'sun
uyutulabilir  uZu-tu-la-bI-'lIr
uyutuyorsun  uZu-tu-Zor-'sun
uyuyamamışlar  uZu-Za-ma-m@S-'lar
uyuzluklarından  u-Zuz-luk-la-r@n-'dan
uzağındakileri  uza-G@n-da-kI-le-'rI
uzaklaşabiliyor  u-zak-la-Sa-bI-lI-'Zor
uzaklaşacağız  u-zak-la-Sa-dZa-'G@z
uzaklaşılması  u-zak-la-S@l-ma-'s@
uzaklaşılmasına  u-zak-la-S@l-ma-s@-'na
uzaklaşıveriyor  u-zak-la-S@-ve-rI-'Zor
uzaklaşmaktayken  u-zak-laS-mak-taZ-'ken
uzaklaşmamanızı  u-zak-laS-ma-ma-n@-'z@
uzaklaşmasalar  u-zak-laS-ma-sa-'lar
uzaklaşmışsa  u-zak-laS-m@S-'sa
uzaklaşsalar  u-zak-laS-sa-'lar
uzaklaştırdığınızı  u-zak-laS-t@r-d@-G@-n@-'z@
uzaklaştırılsın  u-zak-laS-t@-r@l-'s@n
uzaklaştırmalar  u-zak-laS-t@r-ma-'lar
uzaklaştırmalarda  u-zak-laS-t@r-ma-lar-'da
uzaklaştırmaması  u-zak-laS-t@r-ma-ma-'s@
uzamamasına  uza-ma-ma-s@-'na
uzamasaydı  uza-ma-saZ-'d@
uzanabildiğiniz  uza-na-bIl-dI-GI-'nIz
uzanacağının  uza-na-dZa-G@-'n@n
uzatanlarla  uza-tan-lar-'la
uzatılanı  uza-t@-la-'n@
uzatılıp  uza-t@-'l@p
uzatılmamasının  uza-t@l-ma-ma-s@-'n@n
uzatımlarının  uza-t@m-la-r@-'n@n
uzatmamalarını  u-zat-ma-ma-la-r@-'n@
uzaylı  u-zaZ-'l@
uzlaşabilirlerdi  uz-la-Sa-bI-lIr-ler-'dI
uzlaşayım  uz-la-Sa-'Z@m
uzlaşılamadığı  uz-la-S@-la-ma-d@-'G@
uzlaşılamıyoruz  uz-la-S@-la-m@-Zo-'ruz
uzlaşmanıza  uz-laS-ma-n@-'za
uzlaşmışlarsa  uz-laS-m@S-lar-'sa
uzlaşmıştır  uz-laS-m@S-'t@r
uzlaştığınız  uz-laS-t@-G@-'n@z
uzlaştırır  uz-laS-t@-'r@r
uzmanlaşmaktan  uz-man-laS-mak-'tan
uzmanlaşmayan  uz-man-laS-ma-'Zan
uzmanlaştıysam  uz-man-laS-t@Z-'sam
uzunluktur  u-zun-luk-'tur
ücretlendirmeden  ZdZ-ret-len-dIr-me-'den
üçgen  ZtS-'gen
üçlemeye  ZtS-le-me-'Ze
üçleyecekler  ZtS-le-Ze-dZek-'ler
üçlükle  ZtS-lZk-'le
üçte  ZtS-'te
üflese  Zf-le-'se
üfletmek  Zf-let-'mek
üfürmesini  Z-fZr-me-sI-'nI
ülkemizdense  Zl-ke-mIz-den-'se
ülkesindeydim  Zl-ke-sIn-deZ-'dIm
ülkesiydik  Zl-ke-sIZ-'dIk
ülkücüydüm  Zl-kZ-dZZZ-'dZm
ülkümüz  Zl-kZ-'mZz
ültimatomuydu  Zl-tI-ma-to-muZ-'du
ümidinizin  ZmI-dI-nI-'zIn
ümmetimize  Zm-me-tI-mI-'ze
üniformalıyken  ZnI-for-ma-l@Z-'ken
üniversiteli  ZnI-ver-sI-te-'lI
üniversiteliyi  ZnI-ver-sI-te-lI-'ZI
ünlendi  Zn-len-'dI
ünlüsünüz  Zn-lZ-sZ-'nZz
üretemediğimizde  Zre-te-me-dI-GI-mIz-'de
üretemezdi  Zre-te-mez-'dI
üretilebileceğini  Zre-tI-le-bI-le-dZe-GI-'nI
üretilmişsin  Zre-tIl-mIS-'sIn
üretimimi  Zre-tI-mI-'mI
üretimline  Zre-tIm-lI-'ne
üretkensiniz  Z-ret-ken-sI-'nIz
ürettikleridir  Z-ret-tIk-le-rI-'dIr
ürettirdiğini  Z-ret-tIr-dI-GI-'nI
ürkmeyeni  Zrk-me-Ze-'nI
ürpeririz  Zr-pe-rI-'rIz
ürperişten  Zr-pe-rIS-'ten
üslendiğinin  Zs-len-dI-GI-'nIn
üslensin  Zs-len-'sIn
üstelenmeden  Zs-te-len-me-'den
üstlenememelerini  Zst-le-ne-me-me-le-rI-'nI
üstlenmeksizin  Zst-len-mek-sI-'zIn
üstlenmesin  Zst-len-me-'sIn
üstlerin  Zst-le-'rIn
üstümüzdeyken  Zs-tZ-mZz-deZ-'ken
üstünlüğümüzde  Zs-tZn-lZ-GZ-mZz-'de
üstünün  Zs-tZ-'nZn
üşendiğimizden  Z-Sen-dI-GI-mIz-'den
üşünmez  Z-SZn-'mez
üşütülerek  ZSZ-tZ-le-'rek
üşüyorum  ZSZ-Zo-'rum
üşüyünce  ZSZ-ZZn-'dZe
ütücüde  ZtZ-dZZ-'de
ütülediğini  ZtZ-le-dI-GI-'nI
ütülemesinden  ZtZ-le-me-sIn-'den
üvendire  Z-ven-dI-'re
üvezliden  Z-vez-lI-'den
üyelerininde  ZZe-le-rI-nIn-'de
üzdükleri  Zz-dZk-le-'rI
üzdüklerini  Zz-dZk-le-rI-'nI
üzeresindir  Zze-re-sIn-'dIr
üzgünlükler  Zz-gZn-lZk-'ler
üzülmemişti  Z-zZl-me-mIS-'tI
üzülmesek  Z-zZl-me-'sek
üzülmeyenlerin  Z-zZl-me-Zen-le-'rIn
üzülmeyip  Z-zZl-me-'ZIp
üzülmezsiniz  Z-zZl-mez-sI-'nIz
üzüntülerinizi  Z-zZn-tZ-le-rI-nI-'zI
üzüntünüzü  Z-zZn-tZ-nZ-'zZ
vadedeyiz  va-de-de-'ZIz
vadesindeki  va-de-sIn-de-'kI
vahdettir  vah-det-'tIr
vahşinin  vah-SI-'nIn
vajinadaki  va-ZI-na-da-'kI
vakanüvisin  va-ka-nZ-vI-'sIn
vakfediyor  vak-fe-dI-'Zor
vakıası  va-k@-a-'s@
vaktinde  vak-tIn-'de
valilerden  va-lI-ler-'den
valisinin  va-lI-sI-'nIn
valisiydi  va-lI-sIZ-'dI
valiziyle  va-lI-zIZ-'le
vallahide  val-la-hI-'de
valslerden  vals-ler-'den
vandalizmi  van-da-lIz-'mI
vandalizmini  van-da-lIz-mI-'nI
vantuzla  van-tuz-'la
vardıracaktım  var-d@-ra-dZak-'t@m
vardırdıklarını  var-d@r-d@k-la-r@-'n@
vardırmışlardı  var-d@r-m@S-lar-'d@
varlıklıdır  var-l@k-l@-'d@r
varlıksızlığımdan  var-l@k-s@z-l@-G@m-'dan
varmalarına  var-ma-la-r@-'na
varoşlarındaki  va-roS-la-r@n-da-'kI
varoşuyla  va-ro-SuZ-'la
varsayıyoruz  var-sa-Z@-Zo-'ruz
vasatlar  va-sat-'lar
vasatlaşan  va-sat-la-'San
vasıflandıracak  va-s@f-lan-d@-ra-'dZak
vasıfsızlardan  va-s@f-s@z-lar-'dan
vasiyetnamelerin  va-sI-Zet-na-me-le-'rIn
vasiyetnamesinden  va-sI-Zet-na-me-sIn-'den
vatandaşımızmış  va-tan-da-S@-m@z-'m@S
vataniye  va-ta-nI-'Ze
vatanperveri  va-tan-per-ve-'rI
vatanperverliğimi  va-tan-per-ver-lI-GI-'mI
vatanseverdeki  va-tan-se-ver-de-'kI
vatozların  va-toz-la-'r@n
vatozlarla  va-toz-lar-'la
vazgeçemeyenlerse  vaz-ge-tSe-me-Zen-ler-'se
vazgeçemezken  vaz-ge-tSe-mez-'ken
vazgeçen  vaz-ge-'tSen
vazgeçenler  vaz-ge-tSen-'ler
vazgeçeriz  vaz-ge-tSe-'rIz
vazgeçmediğimi  vaz-getS-me-dI-GI-'mI
vazgeçmeyebilirim  vaz-getS-me-Ze-bI-lI-'rIm
vazgeçmişliğin  vaz-getS-mIS-lI-'GIn
vazgeçmiştik  vaz-getS-mIS-'tIk
vazgeçtiklerimiz  vaz-getS-tIk-le-rI-'mIz
vedalaşamadım  ve-da-la-Sa-ma-'d@m
vedalaşmadılar  ve-da-laS-ma-d@-'lar
vedasıydı  ve-da-s@Z-'d@
vekillerle  ve-kIl-ler-'le
veliahtlarıyla  ve-lI-aht-la-r@Z-'la
veliyullah  ve-lI-Zul-'lah
verdirecek  ver-dI-re-'dZek
verdirildiğinin  ver-dI-rIl-dI-GI-'nIn
verdiriyorlar  ver-dI-rI-Zor-'lar
verdirseydiniz  ver-dIr-seZ-dI-'nIz
verdirtenlere  ver-dIr-ten-le-'re
verebilin  ve-re-bI-'lIn
verebilmeleridir  ve-re-bIl-me-le-rI-'dIr
verecekmişiz  ve-re-dZek-mI-'SIz
verememesinin  ve-re-me-me-sI-'nIn
verememişken  ve-re-me-mIS-'ken
veremeyeceğimizde  ve-re-me-Ze-dZe-GI-mIz-'de
vergilendirilebileceği  ver-gI-len-dI-rI-le-bI-le-dZe-'GI
vergilendirilenlere  ver-gI-len-dI-rI-len-le-'re
vergilendirilmeyecek  ver-gI-len-dI-rIl-me-Ze-'dZek
verilebilirliğine  ve-rI-le-bI-lIr-lI-GI-'ne
verilirken  ve-rI-lIr-'ken
verilişti  ve-rI-lIS-'tI
verimlisini  ve-rIm-lI-sI-'nI
verişinde  ve-rI-SIn-'de
vermediğime  ver-me-dI-GI-'me
vermektesiniz  ver-mek-te-sI-'nIz
vermemişiler  ver-me-mI-SI-'ler
vermemişsiniz  ver-me-mIS-sI-'nIz
vermeselerdi  ver-me-se-ler-'dI
vermeseydiler  ver-me-seZ-dI-'ler
vermeyebileceğini  ver-me-Ze-bI-le-dZe-GI-'nI
verselermiş  ver-se-ler-'mIS
veryansına  ver-Zan-s@-'na
vesayetinizi  ve-sa-Ze-tI-nI-'zI
vesselamı  ves-se-la-'m@
veziriazamların  ve-zI-rI-a-zam-la-'r@n
vezirlerinin  ve-zIr-le-rI-'nIn
vıkla  v@k-'la
vicdanımsa  vIdZ-da-n@m-'sa
virajlarıydı  vI-raZ-la-r@Z-'d@
vişneyle  vIS-neZ-'le
vitamine  vI-ta-mI-'ne
vitaminlerim  vI-ta-mIn-le-'rIm
vitessiz  vI-tes-'sIz
vitrinimizdeki  vIt-rI-nI-mIz-de-'kI
viyadüğe  vI-Za-dZ-'Ge
viyolasıyla  vI-Zo-la-s@Z-'la
votkalarının  vot-ka-la-r@-'n@n
votkamla  vot-kam-'la
vurabiliyoruz  vu-ra-bI-lI-Zo-'ruz
vuracağıydı  vu-ra-dZa-G@Z-'d@
vuramadığımı  vu-ra-ma-d@-G@-'m@
vurgunmuş  vur-gun-'muS
vurmam  vur-'mam
vurursun  vu-rur-'sun
vuzuhla  vu-zuh-'la
vücuduydu  vZ-dZu-duZ-'du
yabancılaştılar  Za-ban-dZ@-laS-t@-'lar
yabanlığa  Za-ban-l@-'Ga
yadsınamamış  Zad-s@-na-ma-'m@S
yadsıyabilmektedir  Zad-s@-Za-bIl-mek-te-'dIr
yaftaladıktan  Zaf-ta-la-d@k-'tan
yaftalansa  Zaf-ta-lan-'sa
yaftalayıcı  Zaf-ta-la-Z@-'dZ@
yağdırarak  ZaG-d@-ra-'rak
yağdırırdı  ZaG-d@-r@r-'d@
yağdırış  ZaG-d@-'r@S
yağdırmasıyla  ZaG-d@r-ma-s@Z-'la
yağıyor  Za-G@-'Zor
yağlamaları  ZaG-la-ma-la-'r@
yağmadığın  ZaG-ma-d@-'G@n
yakabilirdi  Za-ka-bI-lIr-'dI
yakabiliyorken  Za-ka-bI-lI-Zor-'ken
yakaladığıma  Za-ka-la-d@-G@-'ma
yakalamadılar  Za-ka-la-ma-d@-'lar
yakalamazken  Za-ka-la-maz-'ken
yakalamışlar  Za-ka-la-m@S-'lar
yakalanacağı  Za-ka-la-na-dZa-'G@
yakalanmamasında  Za-ka-lan-ma-ma-s@n-'da
yakalanmamızı  Za-ka-lan-ma-m@-'z@
yakalanmasını  Za-ka-lan-ma-s@-'n@
yakalayabileceğimi  Za-ka-la-Za-bI-le-dZe-GI-'mI
yakalayabilirdiniz  Za-ka-la-Za-bI-lIr-dI-'nIz
yakalayabilmeniz  Za-ka-la-Za-bIl-me-'nIz
yakalayamadan  Za-ka-la-Za-ma-'dan
yakansa  Za-kan-'sa
yakarırdım  Za-ka-r@r-'d@m
yakarışlarından  Za-ka-r@S-la-r@n-'dan
yakayı  Za-ka-'Z@
yakılarını  Za-k@-la-r@-'n@
yakılmakta  Za-k@l-mak-'ta
yakılmaktan  Za-k@l-mak-'tan
yakılmayacağı  Za-k@l-ma-Za-dZa-'G@
yakılmıyor  Za-k@l-m@-'Zor
yakınıldığını  Za-k@-n@l-d@-G@-'n@
yakınımdaki  Za-k@-n@m-da-'kI
yakınırlardı  Za-k@-n@r-lar-'d@
yakınlaşıyoruz  Za-k@n-la-S@-Zo-'ruz
yakınlaştırıyor  Za-k@n-laS-t@-r@-'Zor
yakınmadığına  Za-k@n-ma-d@-G@-'na
yakınmasıysa  Za-k@n-ma-s@Z-'sa
yakınmayanımız  Za-k@n-ma-Za-n@-'m@z
yakınmıştır  Za-k@n-m@S-'t@r
yakışacağının  Za-k@-Sa-dZa-G@-'n@n
yakışıksızdır  Za-k@-S@k-s@z-'d@r
yakışmamışlar  Za-k@S-ma-m@S-'lar
yakıştırana  Za-k@S-t@-ra-'na
yakıştırarak  Za-k@S-t@-ra-'rak
yakıştırdığının  Za-k@S-t@r-d@-G@-'n@n
yakıtlarındaki  Za-k@t-la-r@n-da-'kI
yakıyordu  Za-k@-Zor-'du
yaklaşabileceğinin  Zak-la-Sa-bI-le-dZe-GI-'nIn
yaklaşanlar  Zak-la-San-'lar
yaklaşımdasınız  Zak-la-S@m-da-s@-'n@z
yaklaşırsa  Zak-la-S@r-'sa
yaklaşmakken  Zak-laS-mak-'ken
yaklaşsın  Zak-laS-'s@n
yaklaştırdığından  Zak-laS-t@r-d@-G@n-'dan
yaklaştırmışken  Zak-laS-t@r-m@S-'ken
yakmaktaydılar  Zak-mak-taZ-d@-'lar
yaladıklarını  Za-la-d@k-la-r@-'n@
yalakacıların  Za-la-ka-dZ@-la-'r@n
yalakalığının  Za-la-ka-l@-G@-'n@n
yalamalarından  Za-la-ma-la-r@n-'dan
yalancıyı  Za-lan-dZ@-'Z@
yalanlamaktaydı  Za-lan-la-mak-taZ-'d@
yalanlamıyorum  Za-lan-la-m@-Zo-'rum
yalanlanamıyordu  Za-lan-la-na-m@-Zor-'du
yalanlayamayacağı  Za-lan-la-Za-ma-Za-dZa-'G@
yalanmaz  Za-lan-'maz
yalayıcılığım  Za-la-Z@-dZ@-l@-'G@m
yalazı  Za-la-'z@
yalgın  Zal-'g@n
yalınlıklarını  Za-l@n-l@k-la-r@-'n@
yalınlıktır  Za-l@n-l@k-'t@r
yalnızcı  Zal-n@z-'dZ@
yalnızlaşmasında  Zal-n@z-laS-ma-s@n-'da
yalnızlaşmıştı  Zal-n@z-laS-m@S-'t@
yalnızlaştığını  Zal-n@z-laS-t@-G@-'n@
yalnızlaştırılıyor  Zal-n@z-laS-t@-r@-l@-'Zor
yalpalamasıyla  Zal-pa-la-ma-s@Z-'la
yalvarın  Zal-va-'r@n
yalvarmadılar  Zal-var-ma-d@-'lar
yalvarmalı  Zal-var-ma-'l@
yamağında  Za-ma-G@n-'da
yamağını  Za-ma-G@-'n@
yamaklardan  Za-mak-lar-'dan
yamalıyı  Za-ma-l@-'Z@
yamanırdı  Za-ma-n@r-'d@
yamanlık  Za-man-'l@k
yamıyor  Za-m@-'Zor
yanaklının  Za-nak-l@-'n@n
yananları  Za-nan-la-'r@
yanardağın  Za-nar-da-'G@n
yanaşabilir  Za-na-Sa-bI-'lIr
yanaşmayanlardan  Za-naS-ma-Zan-lar-'dan
yanaşmışlığım  Za-naS-m@S-l@-'G@m
yanaşmıştır  Za-naS-m@S-'t@r
yanaştırılmayan  Za-naS-t@-r@l-ma-'Zan
yanayken  Za-naZ-'ken
yandakini  Zan-da-kI-'nI
yangınıma  Zan-g@-n@-'ma
yangınlaşması  Zan-g@n-laS-ma-'s@
yanığında  Za-n@-G@n-'da
yanılma  Za-n@l-'ma
yanılmamıza  Za-n@l-ma-m@-'za
yanılmazlıkların  Za-n@l-maz-l@k-la-'r@n
yanılmazsınız  Za-n@l-maz-s@-'n@z
yanılttığını  Za-n@lt-t@-G@-'n@
yanılttıklarına  Za-n@lt-t@k-la-r@-'na
yanışımdır  Za-n@-S@m-'d@r
yanıtlanmalı  Za-n@t-lan-ma-'l@
yanıtsızlığa  Za-n@t-s@z-l@-'Ga
yanıyorlardı  Za-n@-Zor-lar-'d@
yankesicisi  Zan-ke-sI-dZI-'sI
yankılanıyordur  Zan-k@-la-n@-Zor-'dur
yankılı  Zan-k@-'l@
yanlışlığına  Zan-l@S-l@-G@-'na
yansıtabildiysem  Zan-s@-ta-bIl-dIZ-'sem
yansıtmadığı  Zan-s@t-ma-d@-'G@
yansıtmalarındaki  Zan-s@t-ma-la-r@n-da-'kI
yapabileceğimizle  Za-pa-bI-le-dZe-GI-mIz-'le
yapabileceklerimizden  Za-pa-bI-le-dZek-le-rI-mIz-'den
yapabilmeliydi  Za-pa-bIl-me-lIZ-'dI
yapacağımızın  Za-pa-dZa-G@-m@-'z@n
yapamaz  Za-pa-'maz
yapıcılığında  Za-p@-dZ@-l@-G@n-'da
yapılabileceğin  Za-p@-la-bI-le-dZe-'GIn
yapılacağıdır  Za-p@-la-dZa-G@-'d@r
yapılamayış  Za-p@-la-ma-'Z@S
yapılandırılarak  Za-p@-lan-d@-r@-la-'rak
yapılandırmamız  Za-p@-lan-d@r-ma-'m@z
yapılanır  Za-p@-la-'n@r
yapılanması  Za-p@-lan-ma-'s@
yapılaşıyor  Za-p@-la-S@-'Zor
yapıldır  Za-p@l-'d@r
yapılışı  Za-p@-l@-'S@
yapılmamasıyla  Za-p@l-ma-ma-s@Z-'la
yapılmışların  Za-p@l-m@S-la-'r@n
yapılmıştı  Za-p@l-m@S-'t@
yapışmazsın  Za-p@S-maz-'s@n
yapıştıracağız  Za-p@S-t@-ra-dZa-'G@z
yapıştırılamıyor  Za-p@S-t@-r@-la-m@-'Zor
yapıştırılmadan  Za-p@S-t@-r@l-ma-'dan
yapıştırırsa  Za-p@S-t@-r@r-'sa
yapıtımıza  Za-p@-t@-m@-'za
yapıtıyla  Za-p@-t@Z-'la
yapıtlarınsa  Za-p@t-la-r@n-'sa
yapıverecekti  Za-p@-ve-re-dZek-'tI
yapsa  Zap-'sa
yaptıklarınım  Zap-t@k-la-r@-'n@m
yaptırılmaması  Zap-t@-r@l-ma-ma-'s@
yaptırmadıklarının  Zap-t@r-ma-d@k-la-r@-'n@n
yaptırmam  Zap-t@r-'mam
yaptırmamaktaki  Zap-t@r-ma-mak-ta-'kI
yaptırttılar  Zap-t@rt-t@-'lar
yaralanabileceği  Za-ra-la-na-bI-le-dZe-'GI
yaralım  Za-ra-'l@m
yaralıyım  Za-ra-l@-'Z@m
yaramalı  Za-ra-ma-'l@
yaranılarak  Za-ra-n@-la-'rak
yararlanabilecektir  Za-rar-la-na-bI-le-dZek-'tIr
yararlananlarsa  Za-rar-la-nan-lar-'sa
yararlandığımızı  Za-rar-lan-d@-G@-m@-'z@
yararlandığından  Za-rar-lan-d@-G@n-'dan
yararlanılmalıydı  Za-rar-la-n@l-ma-l@Z-'d@
yararlanırlarken  Za-rar-la-n@r-lar-'ken
yararlanmazdım  Za-rar-lan-maz-'d@m
yararlanmışlardı  Za-rar-lan-m@S-lar-'d@
yararsızlığının  Za-rar-s@z-l@-G@-'n@n
yaratabilmesinde  Za-ra-ta-bIl-me-sIn-'de
yaratacak  Za-ra-ta-'dZak
yaratıcılığı  Za-ra-t@-dZ@-l@-'G@
yaratıcına  Za-ra-t@-dZ@-'na
yaratılamamasını  Za-ra-t@-la-ma-ma-s@-'n@
yaratımlar  Za-ra-t@m-'lar
yaratışçılığında  Za-ra-t@S-tS@-l@-G@n-'da
yarattığıydı  Za-rat-t@-G@Z-'d@
yardımlaşmasına  Zar-d@m-laS-ma-s@-'na
yarenbaş  Za-ren-'baS
yargıçlarından  Zar-g@tS-la-r@n-'dan
yargıçlarsınız  Zar-g@tS-lar-s@-'n@z
yargılamalar  Zar-g@-la-ma-'lar
yargılamıyordu  Zar-g@-la-m@-Zor-'du
yargılanabilseydi  Zar-g@-la-na-bIl-seZ-'dI
yargılanacaksam  Zar-g@-la-na-dZak-'sam
yargılanmayabilir  Zar-g@-lan-ma-Za-bI-'lIr
yargılanmayacağımızın  Zar-g@-lan-ma-Za-dZa-G@-m@-'z@n
yargılayacağımız  Zar-g@-la-Za-dZa-G@-'m@z
yargının  Zar-g@-'n@n
yargısızca  Zar-g@-s@z-'dZa
yargıtayımızın  Zar-g@-ta-Z@-m@-'z@n
yarılar  Za-r@-'lar
yarılayıp  Za-r@-la-'Z@p
yarılır  Za-r@-'l@r
yarılmıyordu  Za-r@l-m@-Zor-'du
yarımlanması  Za-r@m-lan-ma-'s@
yarısınca  Za-r@-s@n-'dZa
yarışabilmeleridir  Za-r@-Sa-bIl-me-le-rI-'dIr
yarışacağınız  Za-r@-Sa-dZa-G@-'n@z
yarışacaksak  Za-r@-Sa-dZak-'sak
yarışılırdı  Za-r@-S@-l@r-'d@
yarışmacımızdır  Za-r@S-ma-dZ@-m@z-'d@r
yarışmamı  Za-r@S-ma-'m@
yarıştığımızın  Za-r@S-t@-G@-m@-'z@n
yarıştıramadılar  Za-r@S-t@-ra-ma-d@-'lar
yarmadık  Zar-ma-'d@k
yasaklamaktadır  Za-sak-la-mak-ta-'d@r
yasaklamalarını  Za-sak-la-ma-la-r@-'n@
yasaklanamayacağı  Za-sak-la-na-ma-Za-dZa-'G@
yasaklarınızla  Za-sak-la-r@-n@z-'la
yasaklısınız  Za-sak-l@-s@-'n@z
yasaksa  Za-sak-'sa
yastadır  Zas-ta-'d@r
yastıklarının  Zas-t@k-la-r@-'n@n
yaşamayacağıma  Za-Sa-ma-Za-dZa-G@-'ma
yaşamayacağınız  Za-Sa-ma-Za-dZa-G@-'n@z
yaşamazdım  Za-Sa-maz-'d@m
yaşamlarımızın  Za-Sam-la-r@-m@-'z@n
yaşanamadı  Za-Sa-na-ma-'d@
yaşartıyordu  Za-Sar-t@-Zor-'du
yaşatacaklardır  Za-Sa-ta-dZak-lar-'d@r
yaşatıldığım  Za-Sa-t@l-d@-'G@m
yaşatılırdı  Za-Sa-t@-l@r-'d@
yaşatmadığı  Za-Sat-ma-d@-'G@
yaşatmasıyla  Za-Sat-ma-s@Z-'la
yaşatmayacağına  Za-Sat-ma-Za-dZa-G@-'na
yaşayageldiğimi  Za-Sa-Za-gel-dI-GI-'mI
yaşayamayanlar  Za-Sa-Za-ma-Zan-'lar
yaşayamayıp  Za-Sa-Za-ma-'Z@p
yaşayanlarınız  Za-Sa-Zan-la-r@-'n@z
yaşımızdan  Za-S@-m@z-'dan
yaşlandırırken  ZaS-lan-d@-r@r-'ken
yaşlanıyordum  ZaS-la-n@-Zor-'dum
yaşlanıyorlar  ZaS-la-n@-Zor-'lar
yaşlarımızdan  ZaS-la-r@-m@z-'dan
yaşsızdı  ZaS-s@z-'d@
yatacağı  Za-ta-dZa-'G@
yatağınız  Za-ta-G@-'n@z
yatakla  Za-tak-'la
yatırdık  Za-t@r-'d@k
yatırılsaydı  Za-t@-r@l-saZ-'d@
yatırımcı  Za-t@-r@m-'dZ@
yatırımında  Za-t@-r@-m@n-'da
yatırlarına  Za-t@r-la-r@-'na
yatırmayacağının  Za-t@r-ma-Za-dZa-G@-'n@n
yatıştırılamıyor  Za-t@S-t@-r@-la-m@-'Zor
yatıştırılmıştı  Za-t@S-t@-r@l-m@S-'t@
yatıyorsanız  Za-t@-Zor-sa-'n@z
yatkınlığın  Zat-k@n-l@-'G@n
yatmaları  Zat-ma-la-'r@
