à 'a functional
ç' 's 
romanche R0-'ma~S 
romanches R0-'ma~S 
romancier R0-ma~-'sje 
romanciere R0-ma~-'siR 
romancieres R0-ma~-'siR 
romanciers R0-ma~-'sje 
romancière R0-ma~-'sjER 
romancières R0-ma~-'sjER 
romancés R0-ma~-'se 
romand R0-'ma~ 
romande R0-'ma~d 
romandes R0-'ma~d 
romands R0-'ma~ 
romane R0-'man 
romanes R0-'man 
romanesque R0-ma-nEs-'k@ 
romanesques R0-ma-nEs-'k@ 
roman-feuilleton R0-ma~-f9-j@-'to~ 
roman-fleuve R0-ma~-'fl9v 
romani R0-ma-'ni 
romanichels R0-ma-ni-'SEl 
romanisé R0-ma-ni-'ze 
romanise R0-ma-'niz 
romanisée R0-ma-ni-'ze 
romanisee R0-ma-ni-'zi 
romanises R0-ma-'niz 
romanisés R0-ma-ni-'ze 
romanistes R0-ma-nis-'t@ 
romanité R0-ma-ni-'te 
romanite R0-ma-'nit 
romano R0-ma-'no 
roman-photo R0-ma~-f0-'to 
romans R0-'ma~ 
romans-feuilletons R0-ma~-f9-j@-'to~ 
romans-fleuves R0-ma~-'fl9v 
romans-photos R0-ma~-f0-'to 
romantique R0-ma~-'tik 
romantiques R0-ma~-'tik 
romantisme R0-ma~-ti-'sm@ 
romarin R0-ma-'Re~ 
rome 'R0m 
romeo Ro-me-'o 
romero Ro-me-'Ro 
roméo R0-me-'o 
rompaient Ro~-'pE 
rompait Ro~-'pE 
rompant Ro~-'pa~ 
rompe 'Ro~p 
rompent 'Ro~p 
rompez Ro~-'pe 
rompirent Ro~-'piR 
rompit Ro~-'pi 
rompons Ro~-'po~ 
rompra Ro~-'pRa 
rompraient Ro~-'pRE 
romprait Ro~-'pRE 
rompre Ro~-'pR@ 
rompt 'Ro~ 
rompu Ro~-'py 
rompue Ro~-'py 
rompues Ro~-'py 
rompus Ro~-'py 
romuald R0m-'Hald 
ronald R0-'nald 
ronce 'Ro~s 
ronces 'Ro~s 
ronchon Ro~-'So~ 
ronchonna Ro~-S0-'na 
ronchonnait Ro~-S0-'nE 
ronchonnant Ro~-S0-'na~ 
ronchonne Ro~-'S0n 
ronchonnent Ro~-'S0n 
ronchonner Ro~-S0-'ne 
ronchons Ro~-'So~ 
rond 'Ro~ 
rond-de-cuir Ro~-d@-'kHiR 
ronde 'Ro~d 
rondeau Ro~-'do 
rondeaux Ro~-'do 
ronde-bosse Ro~-d@-'b0s 
rondelet Ro~-d@-'lE 
rondelette Ro~-d@-'lEt 
rondelettes Ro~-d@-'lEt 
rondelle Ro~-'dEl 
rondelles Ro~-'dEl 
rondement Ro~-d@-'ma~ 
rondes 'Ro~d 
rondeur Ro~-'d9R 
rondeurs Ro~-'d9R 
rondi Ro~-'di 
rondin Ro~-'de~ 
rondins Ro~-'de~ 
rondouillard Ro~-du-'jaR 
rondouillarde Ro~-du-jaR-'d@ 
rond-point Ro~-'pwe~ 
ronds 'Ro~ 
ronds-de-cuir Ro~-d@-'kHiR 
ronds-points Ro~-'pwe~ 
ronflaient Ro~-'flE 
ronflait Ro~-'flE 
ronflant Ro~-'fla~ 
ronflante Ro~-'fla~t 
ronflantes Ro~-'fla~t 
ronflants Ro~-'fla~ 
ronfle 'Ro~fl 
ronflement Ro~-fl@-'ma~ 
ronflements Ro~-fl@-'ma~ 
ronflent 'Ro~fl 
ronfler Ro~-'fle 
rongé Ro~-'Ze 
ronge 'Ro~Z 
rongée Ro~-'Ze 
rongeaient Ro~-'ZE 
rongeait Ro~-'ZE 
rongeant Ro~-'Za~ 
rongee Ro~-'Zi 
rongees Ro~-'Zi 
rongent 'Ro~Z 
ronger Ro~-'Ze 
rongerait Ro~-Z@-'RE 
ronges 'Ro~Z 
rongées Ro~-'Ze 
rongeur Ro~-'Z9R 
rongeurs Ro~-'Z9R 
rongés Ro~-'Ze 
ronny R0-'ni 
ronron Ro~-'Ro~ 
ronronné Ro~-R0-'ne 
ronronnaient Ro~-R0-'nE 
ronronnait Ro~-R0-'nE 
ronronnant Ro~-R0-'na~ 
ronronne Ro~-'R0n 
ronronnement Ro~-R0-n@-'ma~ 
ronronnements Ro~-R0-n@-'ma~ 
ronronnent Ro~-'R0n 
ronronner Ro~-R0-'ne 
roof 'Ruf 
roosevelt Ru-ze-vEl-'t@ 
roque 'R0k 
roque 'R0k 
roquefort R0-k@-'f0R 
roquefort R0-k@-'f0R 
roques 'R0k 
roquet R0-'kE 
roquets R0-'kE 
roquette R0-'kEt 
roquettes R0-'kEt 
réorchestré Re-0R-SEs-'tRe 
réorchestrer Re-0R-kEs-'tRe 
réordonne Re-0R-'d0n 
réordonner Re-0R-d0-'ne 
réorganisé Re-0R-ga-ni-'ze 
réorganisant Re-0R-ga-ni-'za~ 
réorganisation Re-0R-ga-ni-za-'sjo~ 
réorganisations Re-0R-ga-ni-za-'sjo~ 
réorganise Re-0R-ga-'niz 
réorganisée Re-0R-ga-ni-'ze 
réorganisent Re-0R-ga-'niz 
réorganiser Re-0R-ga-ni-'ze 
réorganisera Re-0R-ga-ni-z@-'Ra 
réorganisées Re-0R-ga-ni-'ze 
réorganisés Re-0R-ga-ni-'ze 
réorienté Re-0R-ja~-'te 
réorientant Re-0R-ja~-'ta~ 
réorientation Re-0R-ja~-ta-'sjo~ 
réorientations Re-0R-ja~-ta-'sjo~ 
réoriente Re-0R-'ja~t 
réorientée Re-0R-ja~-'te 
réorientent Re-0R-'ja~t 
réorienter Re-0R-ja~-'te 
réorientées Re-0R-ja~-'te 
réorientés Re-0R-ja~-'te 
rorqual R0R-'kal 
rorquals R0R-'kal 
rosé R0-'ze 
rosa R0-'za 
rosace R0-'zas 
rosaces R0-'zas 
rosaire R0-'zER 
rosaires R0-'zER 
rosalie R0-za-'li 
rosario Ro-za-'Rjo 
rosas R0-'za 
rosbif R0s-'bif 
rose 'Roz 
rosée R0-'ze 
rose 'R0z 
roseau R0-'zo 
roseaux R0-'zo 
rose-croix Ro-z@-'kRwa 
rosee R0-'zi 
rosees R0-'zi 
roseliere R0-z@-'liR 
roseline Ro-ze-'lin 
roselière R0-z@-'ljER 
roselyne R0-z@-'lin 
rose-marie Ro-z@-ma-'Ri 
roseraie R0-z@-'RE 
roseraies R0-z@-'RE 
roses 'Roz 
rosées R0-'ze 
rosette R0-'zEt 
rosette R0-'zEt 
rosi R0-'zi 
rosie R0-'zi 
rosier R0z-'je 
rosiere R0-'ziR 
rosieres R0-'ziR 
rosiers R0z-'je 
rosine R0-'zin 
érosion e-R0z-'jo~ 
érosions e-R0z-'jo~ 
rosir R0-'ziR 
rosière R0z-'jER 
rosières R0z-'jER 
rosissant R0-zi-'sa~ 
rosit R0-'zi 
rosés R0-'ze 
rossé R0-'se 
ross 'R0s 
rossa R0-'sa 
rosse 'R0s 
rosser R0-'se 
rosserie R0-s@-'Ri 
rosseries R0-s@-'Ri 
rosses 'R0s 
rossi Ro-'si 
rossia Ro-'sja 
rossignol R0-si-'nj0l 
rossignols R0-si-'nj0l 
rossinante R0-si-'na~t 
rossini Ro-si-'ni 
rossinot R0-si-'no 
rossés R0-'se 
rostre R0s-'tR@ 
rostropovitch R0s-tRo-po-'vitS 
rot 'Ro 
rota R0-'ta 
rotary R0-ta-'Ri 
rotatif R0-ta-'tif 
rotatifs R0-ta-'tif 
rotation R0-ta-'sjo~ 
rotations R0-ta-'sjo~ 
rotative R0-ta-'tiv 
rotatives R0-ta-'tiv 
rotativistes R0-ta-ti-vis-'t@ 
rote 'R0t 
roter R0-'te 
roth 'R0t 
rothschild R0t-'Sild 
roti R0-'ti 
rotie R0-'si 
roties R0-'si 
rotin R0-'te~ 
érotique e-R0-'tik 
érotiques e-R0-'tik 
rotir R0-'tiR 
rotis R0-'ti 
érotisme e-R0-ti-'sm@ 
rotissent R0-ti-'sa~ 
rotisserie R0-ti-s@-'Ri 
rotissoire R0-ti-'swaR 
rotit R0-'ti 
érotomane e-R0-t0-'man 
érotomanie e-R0-t0-ma-'ni 
rotonde R0-'to~d 
rotondes R0-'to~d 
rotondité R0-to~-di-'te 
rotondite R0-to~-'dit 
rotondites R0-to~-'dit 
rotondités R0-to~-di-'te 
rotor R0-'t0R 
rotors R0-'t0R 
rots 'Ro 
rotterdam Ro-tER-'dam 
rotule R0-'tyl 
rotules R0-'tyl 
roture R0-'tyR 
roturier R0-ty-'Rje 
roturiere R0-ty-'RiR 
roturiers R0-ty-'Rje 
roturière R0-ty-'RjER 
roué Ru-'e 
roua Ru-'a 
rouage Ru-'aZ 
rouages Ru-'aZ 
rouant Ru-'a~ 
roubaix Ru-'bE 
roublard Ru-'blaR 
roublarde Ru-blaR-'d@ 
roublardes Ru-blaR-'d@ 
roublardise Ru-blaR-'diz 
roublards Ru-'blaR 
rouble Ru-'bl@ 
roubles Ru-'bl@ 
roucoulades Ru-ku-'lad 
roucoule Ru-'kul 
roucoulent Ru-'kul 
roucouler Ru-ku-'le 
roudy Ru-'di 
roue 'Ru 
rouée Ru-'e 
rouee Ru-'i 
rouelle Ru-'El 
rouelles Ru-'El 
rouen Ru-'a~ 
rouennais Ru-E-'nE 
rouennaise Ru-E-'nEz 
rouennaises Ru-E-'nEz 
rouent 'Ru 
rouer Ru-'e 
rouergue RwER-'g@ 
rouerie Ru-'Ri 
roueries Ru-'Ri 
roues 'Ru 
rouet Ru-'E 
rouflaquettes Ru-fla-'kEt 
rouge 'RuZ 
rougeatre Ru-Za-'tR@ 
rougeatres Ru-Za-'tR@ 
rougeaud Ru-'Zo 
rouge-gorge Ru-Z@-g0R-'Z@ 
rougeoie Ru-'Zwa 
rougeoiements Ru-Zwa-'ma~ 
rougeoient Ru-'Zwa 
rougeole Ru-'Z0l 
rougeoyant Ru-Zwa-'ja~ 
rougeoyante Ru-Zwa-'ja~t 
rougeoyantes Ru-Zwa-'ja~t 
rougeoyants Ru-Zwa-'ja~ 
rouges 'RuZ 
rouges-gorges RuZ-g0R-'Z@ 
rouget Ru-'ZE 
rougeâtre Ru-Za-'tR@ 
rougeâtres Ru-Za-'tR@ 
rougets Ru-'ZE 
rougeur Ru-'Z9R 
rougeurs Ru-'Z9R 
rougi Ru-'Zi 
rougie Ru-'Zi 
rougies Ru-'Zi 
rougir Ru-'ZiR 
rougirait Ru-Zi-'RE 
rougis Ru-'Zi 
rougissaient Ru-Zi-'sE 
rougissait Ru-Zi-'sE 
rougissant Ru-Zi-'sa~ 
rougissent Ru-'Zis 
rougit Ru-'Zi 
rouillé Ru-'je 
rouillan Ru-'ja~ 
rouille 'Ruj 
rouillée Ru-'je 
rouillee Ru-'ji 
rouillees Ru-'ji 
rouillent 'Ruj 
rouiller Ru-'je 
rouilles 'Ruj 
rouillées Ru-'je 
rouillés Ru-'je 
rouis Ru-'i 
roulé Ru-'le 
roula Ru-'la 
roulade Ru-'lad 
roulades Ru-'lad 
roulage Ru-'laZ 
roulaient Ru-'lE 
roulait Ru-'lE 
roulant Ru-'la~ 
roulante Ru-'la~t 
roulantes Ru-'la~t 
roulants Ru-'la~ 
roule 'Rul 
roulée Ru-'le 
rouleau Ru-'lo 
rouleaux Ru-'lo 
roulee Ru-'li 
roulees Ru-'li 
roulement Ru-l@-'ma~ 
roulements Ru-l@-'ma~ 
roulent 'Rul 
rouler Ru-'le 
roulera Ru-l@-'Ra 
roulerait Ru-l@-'RE 
roulerent Ru-l@-'Ra~ 
rouleront Ru-l@-'Ro~ 
roules 'Rul 
roulées Ru-'le 
roulet Ru-'lE 
roulette Ru-'lEt 
roulettes Ru-'lEt 
rouleur Ru-'l9R 
rouleurs Ru-'l9R 
roulez Ru-'le 
roulions Ru-'ljo~ 
roulis Ru-'li 
roulons Ru-'lo~ 
roulotte Ru-'l0t 
roulottes Ru-'l0t 
roulèrent Ru-'lER 
roulés Ru-'le 
roumain Ru-'me~ 
roumaine Ru-'mEn 
roumaines Ru-'mEn 
roumains Ru-'me~ 
roumanie Ru-ma-'ni 
roumi Ru-'mi 
round 'Rund 
rounds 'Rund 
roupie Ru-'pi 
roupies Ru-'pi 
roupillaient Ru-pi-'jE 
roupillait Ru-pi-'jE 
roupille Ru-'pij 
roupillent Ru-'pij 
roupiller Ru-pi-'je 
rouquin Ru-'ke~ 
rouquine Ru-'kin 
rouquines Ru-'kin 
rouquins Ru-'ke~ 
roués Ru-'e 
rouspete Rus-'p@t 
rouspetent Rus-p@-'ta~ 
rouspeter Rus-p@-'te 
rouspeteur Rus-p@-'t9R 
rouspète Rus-'pEt 
rouspètent Rus-'pEt 
rouspéter Rus-pe-'te 
rouspéteur Rus-pe-'t9R 
roussatre Ru-sa-'tR@ 
rousse 'Rus 
rousseau Ru-'so 
rousseaux Ru-'so 
roussel Ru-'sEl 
rousselet Ru-s@-'lE 
roussel-uclaf Ru-sE-ly-'klaf 
rousses 'Rus 
rousset Ru-'sE 
roussette Ru-'sEt 
roussettes Ru-'sEt 
rousseur Ru-'s9R 
rousseurs Ru-'s9R 
roussi Ru-'si 
roussie Ru-'si 
roussillon Ru-si-'jo~ 
roussin Ru-'se~ 
roussir Ru-'siR 
roussis Ru-'si 
roussâtre Ru-sa-'tR@ 
roustit Rus-'ti 
routage Ru-'taZ 
route 'Rut 
routes 'Rut 
routier Ru-'tje 
routiere Ru-'siR 
routieres Ru-'siR 
routiers Ru-'tje 
routine Ru-'tin 
routines Ru-'tin 
routinier Ru-ti-'nje 
routiniere Ru-ti-'niR 
routinieres Ru-ti-'niR 
routiniers Ru-ti-'nje 
routinière Ru-ti-'njER 
routinières Ru-ti-'njER 
routière Ru-'tjER 
routières Ru-'tjER 
routskoï Ru-'tsk0j 
routskoi Ru-tsko-'i 
rouvert Ru-'vER 
réouvert Re-u-'vER 
rouverte Ru-vER-'t@ 
réouverte Re-u-vER-'t@ 
rouvertes Ru-vER-'t@ 
réouvertes Re-u-vER-'t@ 
rouverts Ru-'vER 
réouverts Re-u-'vER 
réouverture Re-u-vER-'tyR 
réouvertures Re-u-vER-'tyR 
rouvillois Ru-vi-'jwa 
rouvraient Ru-'vRE 
rouvrait Ru-'vRE 
rouvrant Ru-'vRa~ 
rouvre Ru-'vR@ 
rouvrent Ru-'vR@ 
rouvres Ru-'vR@ 
rouvrez Ru-'vRe 
rouvrir Ru-'vRiR 
rouvrira Ru-vRi-'Ra 
rouvrirait Ru-vRi-'RE 
rouvriront Ru-vRi-'Ro~ 
rouvrit Ru-'vRi 
roux 'Ru 
roux 'Ru 
roy 'Rwa 
royal Rwa-'jal 
royale Rwa-'jal 
royalement Rwa-ja-l@-'ma~ 
royales Rwa-'jal 
royaliste Rwa-ja-lis-'t@ 
royalistes Rwa-ja-lis-'t@ 
royalties Rwa-jal-'tiz 
royaume Rwa-'jom 
royaumes Rwa-'jom 
royaume-uni Rwa-j0-m@-y-'ni 
royaumont Rwa-jo-'mo~ 
royauté Rwa-jo-'te 
royaute Rwa-'jot 
royaux Rwa-'jo 
royce R0j-'s@ 
royer Rwa-'je 
râpé Ra-'pe 
répand Re-'pa~ 
répandaient Re-pa~-'dE 
répandait Re-pa~-'dE 
répandant Re-pa~-'da~ 
répande Re-'pa~d 
répandent Re-'pa~d 
répandirent Re-pa~-'diR 
répandit Re-pa~-'di 
répandra Re-pa~-'dRa 
répandrait Re-pa~-'dRE 
répandre Re-pa~-'dR@ 
répandront Re-pa~-'dRo~ 
répandu Re-pa~-'dy 
répandue Re-pa~-'dy 
répandues Re-pa~-'dy 
répandus Re-pa~-'dy 
réparé Re-pa-'Re 
répara Re-pa-'Ra 
réparaient Re-pa-'RE 
réparait Re-pa-'RE 
réparant Re-pa-'Ra~ 
réparateur Re-pa-Ra-'t9R 
réparateurs Re-pa-Ra-'t9R 
réparation Re-pa-Ra-'sjo~ 
réparations Re-pa-Ra-'sjo~ 
réparatrice Re-pa-Ra-'tRis 
réparatrices Re-pa-Ra-'tRis 
répare Re-'paR 
réparée Re-pa-'Re 
réparent Re-'paR 
réparer Re-pa-'Re 
réparera Re-pa-R@-'Ra 
réparerait Re-pa-R@-'RE 
réparées Re-pa-'Re 
réparons Re-pa-'Ro~ 
réparés Re-pa-'Re 
réparti Re-paR-'ti 
répartie Re-paR-'ti 
réparties Re-paR-'ti 
répartir Re-paR-'tiR 
répartira Re-paR-ti-'Ra 
répartiraient Re-paR-ti-'RE 
répartirait Re-paR-ti-'RE 
répartiront Re-paR-ti-'Ro~ 
répartis Re-paR-'ti 
répartissaient Re-paR-ti-'sE 
répartissait Re-paR-ti-'sE 
répartissant Re-paR-ti-'sa~ 
répartisse Re-paR-'tis 
répartissent Re-paR-'tis 
répartissons Re-paR-ti-'so~ 
répartit Re-paR-'ti 
répartiteur Re-paR-ti-'t9R 
répartiteurs Re-paR-ti-'t9R 
répartition Re-paR-ti-'sjo~ 
répartitions Re-paR-ti-'sjo~ 
rpcr ER-pe-se-'ER 
râpe 'Rap 
râpée Ra-'pe 
répercussion Re-pER-ky-'sjo~ 
répercussions Re-pER-ky-'sjo~ 
répercuté Re-pER-ky-'te 
répercuta Re-pER-ky-'ta 
répercutait Re-pER-ky-'tE 
répercutant Re-pER-ky-'ta~ 
répercute Re-pER-'kyt 
répercutée Re-pER-ky-'te 
répercutent Re-pER-'kyt 
répercuter Re-pER-ky-'te 
répercutera Re-pER-ky-t@-'Ra 
répercuteraient Re-pER-ky-t@-'RE 
répercuterait Re-pER-ky-t@-'RE 
répercuteront Re-pER-ky-t@-'Ro~ 
répercutées Re-pER-ky-'te 
répercutés Re-pER-ky-'te 
répertoire Re-pER-'twaR 
répertoires Re-pER-'twaR 
répertorié Re-pER-t0R-'je 
répertoriant Re-pER-t0R-'ja~ 
répertorie Re-pER-t0-'Ri 
répertoriée Re-pER-t0R-'je 
répertorient Re-pER-t0-'Ri 
répertorier Re-pER-t0R-'je 
répertoriées Re-pER-t0R-'je 
répertoriés Re-pER-t0R-'je 
râpes 'Rap 
râpées Ra-'pe 
râpeuse Ra-'p9z 
râpeuses Ra-'p9z 
râpeux Ra-'p@ 
répit Re-'pi 
répits Re-'pi 
répliqué Re-pli-'ke 
répliqua Re-pli-'ka 
répliquaient Re-pli-'kE 
répliquait Re-pli-'kE 
répliquant Re-pli-'ka~ 
réplique Re-'plik 
répliquent Re-'plik 
répliquer Re-pli-'ke 
répliquera Re-pli-k@-'Ra 
répliquerait Re-pli-k@-'RE 
répliquerons Re-pli-k@-'Ro~ 
répliqueront Re-pli-k@-'Ro~ 
répliques Re-'plik 
répliquèrent Re-pli-'kER 
répond Re-'po~ 
répondaient Re-po~-'dE 
répondais Re-po~-'dE 
répondait Re-po~-'dE 
répondant Re-po~-'da~ 
répondants Re-po~-'da~ 
réponde Re-'po~d 
répondent Re-'po~d 
répondeur Re-po~-'d9R 
répondeurs Re-po~-'d9R 
répondez Re-po~-'de 
répondiez Re-po~-'djE 
répondions Re-po~-'djo~ 
répondirent Re-po~-'diR 
répondis Re-po~-'di 
répondit Re-po~-'di 
répondons Re-po~-'do~ 
répondra Re-po~-'dRa 
répondrai Re-po~-'dRE 
répondraient Re-po~-'dRE 
répondrais Re-po~-'dRE 
répondrait Re-po~-'dRE 
répondre Re-po~-'dR@ 
répondrez Re-po~-'dRe 
répondriez Re-po~-'dRje 
répondrions Re-po~-dRi-'jo~ 
répondrons Re-po~-'dRo~ 
répondront Re-po~-'dRo~ 
réponds Re-'po~ 
répondu Re-po~-'dy 
répons Re-'po~ 
réponse Re-'po~s 
réponses Re-'po~s 
rpr ER-pe-'ER 
répressif Re-pRe-'sif 
répressifs Re-pRe-'sif 
répression Re-pRe-'sjo~ 
répressions Re-pRe-'sjo~ 
répressive Re-pRe-'siv 
répressives Re-pRe-'siv 
répréhensible Re-pRe-a~-si-'bl@ 
répréhensibles Re-pRe-a~-si-'bl@ 
réprimé Re-pRi-'me 
réprimaient Re-pRi-'mE 
réprimait Re-pRi-'mE 
réprimandé Re-pRi-ma~-'de 
réprimande Re-pRi-'ma~d 
réprimandée Re-pRi-ma~-'de 
réprimander Re-pRi-ma~-'de 
réprimandes Re-pRi-'ma~d 
réprimandés Re-pRi-ma~-'de 
réprimant Re-pRi-'ma~ 
réprime Re-'pRim 
réprimée Re-pRi-'me 
répriment Re-'pRim 
réprimer Re-pRi-'me 
réprimées Re-pRi-'me 
réprimés Re-pRi-'me 
réprobateur Re-pR0-ba-'t9R 
réprobateurs Re-pR0-ba-'t9R 
réprobation Re-pR0-ba-'sjo~ 
réprobations Re-pR0-ba-'sjo~ 
réprobatrice Re-pR0-ba-'tRis 
réprouvé Re-pRu-'ve 
réprouvait Re-pRu-'vE 
réprouvant Re-pRu-'va~ 
réprouve Re-'pRuv 
réprouvée Re-pRu-'ve 
réprouvent Re-'pRuv 
réprouver Re-pRu-'ve 
réprouveraient Re-pRu-v@-'RE 
réprouverait Re-pRu-v@-'RE 
réprouvons Re-pRu-'vo~ 
réprouvés Re-pRu-'ve 
rpr-udf R-''pRydf 
rpr-udf-fn R-''pRydffn 
râpés Ra-'pe 
répété Re-pe-'te 
rpt ER-pe-'te 
répéta Re-pe-'ta 
répétaient Re-pe-'tE 
répétais Re-pe-'tE 
répétait Re-pe-'tE 
répétant Re-pe-'ta~ 
répète Re-'pEt 
répétée Re-pe-'te 
répètent Re-'pEt 
répéter Re-pe-'te 
répétera Re-pe-t@-'Ra 
répéterai Re-pe-t@-'RE 
répéteraient Re-pe-t@-'RE 
répéterait Re-pe-t@-'RE 
répéterons Re-pe-t@-'Ro~ 
répéteront Re-pe-t@-'Ro~ 
répétées Re-pe-'te 
répétez Re-pe-'te 
répétions Re-pe-'tjo~ 
répétiteur Re-pe-ti-'t9R 
répétiteurs Re-pe-ti-'t9R 
répétitif Re-pe-ti-'tif 
répétitifs Re-pe-ti-'tif 
répétition Re-pe-ti-'sjo~ 
répétitions Re-pe-ti-'sjo~ 
répétitive Re-pe-ti-'tiv 
répétitives Re-pe-ti-'tiv 
répétons Re-pe-'to~ 
répétés Re-pe-'te 
républicain Re-py-bli-'ke~ 
républicaine Re-py-bli-'kEn 
républicaines Re-py-bli-'kEn 
républicains Re-py-bli-'ke~ 
républicanisme Re-py-bli-ka-ni-'sm@ 
république Re-py-'blik 
républiques Re-py-'blik 
répudié Re-py-'dje 
répudiait Re-py-'djE 
répudiant Re-py-'dja~ 
répudiation Re-py-dja-'sjo~ 
répudie Re-py-'di 
répudiée Re-py-'dje 
répudier Re-py-'dje 
répudiées Re-py-'dje 
répudiés Re-py-'dje 
répugné Re-py-'nje 
répugnaient Re-py-'njE 
répugnait Re-py-'njE 
répugnance Re-py-'nja~s 
répugnances Re-py-'nja~s 
répugnant Re-py-'nja~ 
répugnante Re-py-'nja~t 
répugnantes Re-py-'nja~t 
répugnants Re-py-'nja~ 
répugne Re-'pynj 
répugnent Re-'pynj 
répugner Re-py-'nje 
répugnera Re-py-nj@-'Ra 
répugneraient Re-py-nj@-'RE 
répugnerait Re-py-nj@-'RE 
répulsif Re-pyl-'sif 
répulsifs Re-pyl-'sif 
répulsion Re-pyl-'sjo~ 
répulsions Re-pyl-'sjo~ 
répulsive Re-pyl-'siv 
réputé Re-py-'te 
réputation Re-py-ta-'sjo~ 
réputations Re-py-ta-'sjo~ 
réputée Re-py-'te 
réputer Re-py-'te 
réputées Re-py-'te 
réputés Re-py-'te 
rééquilibré Re-e-ki-li-'bRe 
rééquilibrage Re-e-ki-li-'bRaZ 
rééquilibrages Re-e-ki-li-'bRaZ 
rééquilibrant Re-e-ki-li-'bRa~ 
rééquilibre Re-e-ki-li-'bR@ 
rééquilibrée Re-e-ki-li-'bRe 
rééquilibrent Re-e-ki-li-'bR@ 
rééquilibrer Re-e-ki-li-'bRe 
rééquilibrerait Re-e-ki-li-bR@-'RE 
rééquilibrés Re-e-ki-li-'bRe 
réquisition Re-ki-zi-'sjo~ 
réquisitionné Re-ki-zi-sj0-'ne 
réquisitionnant Re-ki-zi-sj0-'na~ 
réquisitionne Re-ki-zi-'sj0n 
réquisitionnée Re-ki-zi-sj0-'ne 
réquisitionnent Re-ki-zi-'sj0n 
réquisitionner Re-ki-zi-sj0-'ne 
réquisitionnées Re-ki-zi-sj0-'ne 
réquisitionnés Re-ki-zi-sj0-'ne 
réquisitions Re-ki-zi-'sjo~ 
réquisitoire Re-ki-zi-'twaR 
réquisitoires Re-ki-zi-'twaR 
réséda Re-ze-'da 
réseau Re-'zo 
réseaux Re-'zo 
résection Re-zE-'ksjo~ 
réservé Re-zE-'Rve 
réserva Re-zE-'Rva 
réservaient Re-zE-'RvE 
réservait Re-zE-'RvE 
réservant Re-zE-'Rva~ 
réservation Re-zE-Rva-'sjo~ 
réservations Re-zE-Rva-'sjo~ 
réserve Re-zE-'Rv@ 
réservée Re-zE-'Rve 
réservent Re-zE-'Rv@ 
réserver Re-zE-'Rve 
réservera Re-zE-Rv@-'Ra 
réserveraient Re-zE-Rv@-'RE 
réserverait Re-zE-Rv@-'RE 
réserveront Re-zE-Rv@-'Ro~ 
réserves Re-zE-'Rv@ 
réservées Re-zE-'Rve 
réservez Re-zE-'Rve 
réserviste Re-zE-Rvis-'t@ 
réservistes Re-zE-Rvis-'t@ 
réservoir Re-zE-'RvwaR 
réservoirs Re-zE-'RvwaR 
réservons Re-zE-'Rvo~ 
réservèrent Re-zE-'RvER 
réservés Re-zE-'Rve 
résidé Re-zi-'de 
résida Re-zi-'da 
résidaient Re-zi-'dE 
résidait Re-zi-'dE 
résidant Re-zi-'da~ 
résidants Re-zi-'da~ 
réside Re-'zid 
résidence Re-zi-'da~s 
résidences Re-zi-'da~s 
résident Re-zi-'da~ 
résidente Re-zi-'da~t 
résidentes Re-zi-'da~t 
résidentiel Re-zi-da~-'sjEl 
résidentielle Re-zi-da~-'sjEl 
résidentielles Re-zi-da~-'sjEl 
résidentiels Re-zi-da~-'sjEl 
résidents Re-zi-'da~ 
résider Re-zi-'de 
résidera Re-zi-d@-'Ra 
résideraient Re-zi-d@-'RE 
résiderait Re-zi-d@-'RE 
résideront Re-zi-d@-'Ro~ 
résidèrent Re-zi-'dER 
résidu Re-zi-'dy 
résiduaires Re-zi-dy-'ER 
résiduel Re-zi-'dHEl 
résiduelle Re-zi-'dHEl 
résiduelles Re-zi-'dHEl 
résiduels Re-zi-'dHEl 
résidus Re-zi-'dy 
résigné Re-zi-'nje 
résigna Re-zi-'nja 
résignaient Re-zi-'njE 
résignait Re-zi-'njE 
résignant Re-zi-'nja~ 
résignation Re-zi-nja-'sjo~ 
résignations Re-zi-nja-'sjo~ 
résigne Re-'zinj 
résignée Re-zi-'nje 
résignent Re-'zinj 
résigner Re-zi-'nje 
résignera Re-zi-nj@-'Ra 
résigneraient Re-zi-nj@-'RE 
résignerait Re-zi-nj@-'RE 
résigneront Re-zi-nj@-'Ro~ 
résignées Re-zi-'nje 
résignons Re-zi-'njo~ 
résignèrent Re-zi-'njER 
résignés Re-zi-'nje 
résilié Re-zi-'lje 
résiliant Re-zi-'lja~ 
résiliation Re-zi-lja-'sjo~ 
résiliations Re-zi-lja-'sjo~ 
résilie Re-zi-'li 
résilier Re-zi-'lje 
résiliés Re-zi-'lje 
résille Re-'zij 
résilles Re-'zij 
résine Re-'zin 
résines Re-'zin 
résineux Re-zi-'n@ 
résipiscence Re-zi-pi-'sa~s 
résisté Re-zis-'te 
résista Re-zis-'ta 
résistaient Re-zis-'tE 
résistait Re-zis-'tE 
résistance Re-zis-'ta~s 
résistances Re-zis-'ta~s 
résistant Re-zis-'ta~ 
résistante Re-zis-'ta~t 
résistantes Re-zis-'ta~t 
résistants Re-zis-'ta~ 
résiste Re-zis-'t@ 
résistent Re-zis-'t@ 
résister Re-zis-'te 
résistera Re-zis-t@-'Ra 
résisteraient Re-zis-t@-'RE 
résisterait Re-zis-t@-'RE 
résisterons Re-zis-t@-'Ro~ 
